OBJECTID,advisorySpeed,areaUnitID,bicycle,bridge,bus,carStationWagon,cliffBank,crashDirectionDescription,crashFinancialYear,crashLocation1,crashLocation2,crashRoadSideRoad,crashSeverity,crashSHDescription,crashYear,debris,directionRoleDescription,ditch,fatalCount,fence,flatHill,guardRail,holiday,houseOrBuilding,intersection,kerb,light,meshblockId,minorInjuryCount,moped,motorcycle,NumberOfLanes,objectThrownOrDropped,otherObject,otherVehicleType,overBank,parkedVehicle,pedestrian,phoneBoxEtc,postOrPole,region,roadCharacter,roadLane,roadSurface,roadworks,schoolBus,seriousInjuryCount,slipOrFlood,speedLimit,strayAnimal,streetLight,suv,taxi,temporarySpeedLimit,tlaId,tlaName,trafficControl,trafficIsland,trafficSign,train,tree,truck,unknownVehicleType,urban,vanOrUtility,vehicle,waterRiver,weatherA,weatherB,if_pandemic
66483975,,574302,0.0,,0.0,2.0,,South,2020/2021,WELLINGTON URBAN MOTORWAY,HUTT ROAD,,Non-Injury Crash,Yes,2021,,North,,0,,Flat,,,,,,Bright sun,2090601,0,0.0,0.0,4.0,,,0.0,,,,,,Wellington Region,Nil,1-way,Sealed,,0.0,0,,100.0,,Off,0.0,0.0,60.0,47,Wellington City,Nil,,,,,0.0,0.0,Open,0.0,,,Fine,Null,1
66484042,,575600,0.0,,0.0,2.0,,Null,2021/2022,WASHINGTON AVENUE,DORKING ROAD,,Non-Injury Crash,No,2021,,North,,0,,Hill Road,,,,,,Dark,2162200,0,0.0,0.0,2.0,,,0.0,,,,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,50.0,,On,0.0,0.0,,47,Wellington City,Nil,,,,,0.0,0.0,Urban,0.0,,,Fine,Null,1
66484133,,576800,0.0,0.0,0.0,1.0,0.0,North,2021/2022,HATAITAI ROAD,WAITOA ROAD,,Non-Injury Crash,No,2021,0.0,Null,0.0,0,0.0,Hill Road,0.0,,0.0,,0.0,Unknown,2182000,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,Wellington Region,Nil,2-way,Sealed,0.0,0.0,0,0.0,50.0,0.0,Null,0.0,0.0,,47,Wellington City,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Null,Null,1
66484161,,575300,0.0,,0.0,2.0,,South,2021/2022,KARORI TUNNEL,WAIAPU ROAD,,Minor Crash,No,2021,,West,,0,,Hill Road,,,,,,Bright sun,2151800,2,0.0,0.0,2.0,,,0.0,,,,,,Wellington Region,Tunnel,2-way,Sealed,,0.0,0,,50.0,,Off,0.0,0.0,,47,Wellington City,Nil,,,,,0.0,0.0,Urban,1.0,,,Fine,Null,1
66484209,,577200,1.0,,0.0,1.0,,Null,2020/2021,CALEDONIA STREET,HOBART STREET,,Minor Crash,No,2021,,East,,0,,Flat,,,,,,Dark,2207100,1,0.0,0.0,2.0,,,0.0,,,,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,50.0,,On,0.0,0.0,,47,Wellington City,Stop,,,,,0.0,0.0,Urban,0.0,,,Fine,Null,1
66484225,,577101,0.0,0.0,0.0,2.0,0.0,Null,2020/2021,BROADWAY,CHERRY GROVE,,Minor Crash,No,2021,0.0,East,0.0,0,0.0,Flat,0.0,,0.0,,0.0,Twilight,2213000,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,Wellington Region,Nil,2-way,Sealed,0.0,0.0,0,0.0,50.0,0.0,On,0.0,0.0,,47,Wellington City,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Strong wind,1
66484256,,572900,0.0,,0.0,2.0,,North,2021/2022,WELLINGTON URBAN MOTORWAY,AOTEA OBR,,Minor Crash,Yes,2021,,North,,0,,Flat,,,,,,Bright sun,2118400,1,0.0,0.0,3.0,,,0.0,,,,,,Wellington Region,Nil,1-way,Sealed,,0.0,0,,100.0,,Off,0.0,0.0,,47,Wellington City,Nil,,,,,0.0,0.0,Open,1.0,,,Fine,Strong wind,1
66484265,,572900,0.0,,0.0,1.0,,West,2020/2021,HAWKESTONE STREET,PORTLAND CRESCENT,,Serious Crash,No,2021,,East,,0,,Flat,,,,,,Overcast,2119800,0,0.0,0.0,2.0,,,0.0,,,,,,Wellington Region,Nil,2-way,Sealed,,0.0,1,,50.0,,Off,0.0,0.0,,47,Wellington City,Nil,,,,,0.0,0.0,Urban,0.0,,,Fine,Null,1
66484275,,574900,0.0,0.0,1.0,1.0,0.0,South,2020/2021,MONTGOMERY AVENUE,ALANBROOKE PLACE,,Non-Injury Crash,No,2021,0.0,North,0.0,0,0.0,Hill Road,0.0,,0.0,,0.0,Overcast,2108303,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,Wellington Region,Nil,2-way,Sealed,0.0,0.0,0,0.0,50.0,0.0,Off,1.0,0.0,,47,Wellington City,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,1
66484306,,576500,0.0,,0.0,1.0,,Null,2020/2021,ADELAIDE ROAD,RUGBY ROAD,,Non-Injury Crash,No,2021,,North,,0,,Flat,,,,,,Unknown,2147900,0,0.0,0.0,2.0,,,0.0,,,,,,Wellington Region,Nil,1-way,Sealed,,0.0,0,,50.0,,Null,0.0,0.0,,47,Wellington City,Traffic Signals,,,,,0.0,0.0,Urban,1.0,,,Null,Null,1
66484338,,576200,1.0,0.0,0.0,1.0,0.0,North,2021/2022,RINTOUL STREET,TE WHAREPOURI STREET,,Minor Crash,No,2021,0.0,North,0.0,0,0.0,Flat,0.0,,0.0,,0.0,Overcast,2171300,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,Wellington Region,Nil,2-way,Sealed,0.0,0.0,0,0.0,50.0,0.0,Off,0.0,0.0,,47,Wellington City,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,1
66484340,,572900,0.0,,0.0,2.0,,Null,2020/2021,MULGRAVE STREET,LAMBTON QUAY,,Non-Injury Crash,No,2021,,South,,0,,Hill Road,,,,,,Bright sun,2122800,0,0.0,0.0,2.0,,,0.0,,,,,,Wellington Region,Nil,1-way,Sealed,,0.0,0,,50.0,,Off,0.0,0.0,,47,Wellington City,Traffic Signals,,,,,0.0,0.0,Urban,0.0,,,Fine,Null,1
66484375,,573526,0.0,,0.0,2.0,,South,2020/2021,HUTT ROAD,HOROKIWI ROAD,,Non-Injury Crash,Yes,2021,,South,,0,,Flat,,,,,,Bright sun,2086403,0,0.0,0.0,2.0,,,0.0,,,,,,Wellington Region,Nil,1-way,Sealed,,0.0,0,,100.0,,None,1.0,0.0,,47,Wellington City,Nil,,,,,0.0,0.0,Open,1.0,,,Fine,Null,1
66484376,,575300,0.0,,0.0,1.0,,Null,2021/2022,GLASGOW STREET,UPLAND ROAD,,Minor Crash,No,2022,,North,,0,,Flat,,,,,,Bright sun,2154300,1,0.0,0.0,2.0,,,0.0,,,1.0,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,50.0,,Off,0.0,0.0,,47,Wellington City,Give way,,,,,0.0,0.0,Urban,0.0,,,Fine,Null,0
66484403,,573000,0.0,,0.0,0.0,,Null,2020/2021,LAMBTON QUAY,WARING TAYLOR STREET,,Non-Injury Crash,No,2021,,North,,0,,Flat,,,,,,Unknown,2124000,0,0.0,0.0,2.0,,,0.0,,,,,,Wellington Region,Nil,1-way,Sealed,,0.0,0,,30.0,,Null,1.0,0.0,,47,Wellington City,Nil,,,,,0.0,0.0,Urban,1.0,,,Null,Null,1
66484407,,573000,0.0,,0.0,1.0,,Null,2021/2022,JERVOIS QUAY,HUNTER STREET,,Non-Injury Crash,No,2021,,South,,0,,Flat,,,,,,Overcast,2124300,0,0.0,0.0,3.0,,,0.0,,,,,,Wellington Region,Nil,1-way,Sealed,,0.0,0,,50.0,,Off,1.0,0.0,,47,Wellington City,Traffic Signals,,,,,0.0,0.0,Urban,0.0,,,Fine,Null,1
66484408,,574401,0.0,0.0,0.0,1.0,0.0,Null,2020/2021,AWARUA STREET,IWI STREET,,Non-Injury Crash,No,2020,0.0,Null,0.0,0,0.0,Hill Road,0.0,,0.0,,0.0,Dark,2094001,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,Wellington Region,Nil,2-way,Sealed,0.0,0.0,0,0.0,50.0,0.0,On,0.0,0.0,,47,Wellington City,Give way,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,1
66484411,,573101,0.0,,0.0,1.0,,Null,2020/2021,ARTHUR STREET,BUCKLE STREET,,Non-Injury Crash,Yes,2021,,West,,0,,Flat,,,,,,Bright sun,2134700,0,1.0,0.0,3.0,,,0.0,,,,,,Wellington Region,Nil,1-way,Sealed,,0.0,0,,50.0,,Off,0.0,0.0,,47,Wellington City,Traffic Signals,,,,,0.0,0.0,Urban,0.0,,,Fine,Null,1
66484414,,572900,0.0,,0.0,1.0,,North,2020/2021,WELLINGTON URBAN MOTORWAY,AOTEA QUAY OFF RAMP,,Non-Injury Crash,Yes,2021,,South,,0,,Flat,,,,,,Overcast,2118400,0,0.0,0.0,3.0,,,0.0,,,,,,Wellington Region,Nil,1-way,Sealed,,0.0,0,,100.0,,Off,1.0,0.0,,47,Wellington City,Nil,,,,,0.0,0.0,Open,0.0,,,Fine,Null,1
66484422,,577700,0.0,0.0,0.0,1.0,0.0,South,2020/2021,SOUTH KARORI ROAD,HAZLEWOOD AVENUE,,Non-Injury Crash,No,2020,0.0,South,0.0,0,0.0,Hill Road,0.0,Christmas New Year,0.0,,0.0,Dark,2116400,0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,Wellington Region,Bridge,2-way,Sealed,0.0,0.0,0,0.0,50.0,0.0,None,0.0,0.0,,47,Wellington City,Nil,0.0,0.0,0.0,1.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,1
66484424,,573101,0.0,,0.0,2.0,,Null,2020/2021,WAKEFIELD STREET,TORY STREET,,Non-Injury Crash,No,2020,,West,,0,,Flat,,Labour Weekend,,,,Overcast,2135700,0,0.0,0.0,3.0,,,0.0,,,,,,Wellington Region,Nil,1-way,Sealed,,0.0,0,,50.0,,Off,0.0,0.0,,47,Wellington City,Traffic Signals,,,,,0.0,0.0,Urban,0.0,,,Light rain,Null,1
66484456,,574001,0.0,0.0,0.0,3.0,0.0,West,2020/2021,NEWLANDS ROAD,WAKELY ROAD,,Minor Crash,No,2021,0.0,East,0.0,0,0.0,Hill Road,0.0,,0.0,,0.0,Dark,2077600,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,Wellington Region,Nil,2-way,Sealed,0.0,0.0,0,0.0,50.0,0.0,On,0.0,0.0,,47,Wellington City,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,1
66484492,,576301,0.0,0.0,0.0,2.0,0.0,West,2020/2021,FLORENCE STREET,GORDON PLACE,,Non-Injury Crash,No,2020,0.0,North,0.0,0,0.0,Hill Road,0.0,,0.0,,0.0,Overcast,2165700,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,Wellington Region,Nil,2-way,Sealed,0.0,0.0,0,0.0,50.0,0.0,Off,0.0,0.0,,47,Wellington City,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Light rain,Null,1
66484508,,573400,0.0,0.0,0.0,2.0,0.0,North,2020/2021,PIRIE STREET,PORRITT AVENUE,,Non-Injury Crash,No,2020,0.0,North,0.0,0,0.0,Null,0.0,,0.0,,0.0,Overcast,2141500,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,Wellington Region,Nil,2-way,Sealed,0.0,0.0,0,0.0,50.0,0.0,Off,0.0,0.0,,47,Wellington City,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Null,Null,1
66484546,,576002,0.0,,0.0,0.0,,Null,2020/2021,THE PARADE,DEE STREET,,Non-Injury Crash,No,2021,,North,,0,,Flat,,,,,,Twilight,2192500,0,0.0,0.0,2.0,,,0.0,,,,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,50.0,,On,1.0,0.0,,47,Wellington City,Give way,,,,,0.0,0.0,Urban,1.0,,,Fine,Frost,1
66484569,,573700,1.0,,0.0,1.0,,South,2021/2022,JOHNSONVILLE ROAD,DISRAELI STREET,,Serious Crash,No,2021,,South,,0,,Flat,,,,,,Bright sun,2083100,0,0.0,0.0,3.0,,,0.0,,,,,,Wellington Region,Nil,2-way,Sealed,,0.0,1,,50.0,,Off,0.0,0.0,,47,Wellington City,Nil,,,,,0.0,0.0,Urban,0.0,,,Fine,Null,1
66484583,,573700,0.0,0.0,0.0,2.0,0.0,Null,2020/2021,ERRIS STREET,SWINFORD CRESCENT,,Non-Injury Crash,No,2020,0.0,North,0.0,0,0.0,Hill Road,0.0,Christmas New Year,0.0,,0.0,Dark,2086708,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,Wellington Region,Nil,2-way,Sealed,0.0,0.0,0,0.0,50.0,0.0,Null,0.0,0.0,,47,Wellington City,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Null,Null,1
66484594,,577200,0.0,0.0,0.0,1.0,0.0,South,2019/2020,KAURI STREET,WEXFORD ROAD,,Non-Injury Crash,No,2020,0.0,South,0.0,0,0.0,Null,0.0,,0.0,,0.0,Unknown,2207100,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,Wellington Region,Nil,2-way,Sealed,0.0,0.0,0,0.0,50.0,0.0,Null,0.0,0.0,,47,Wellington City,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Null,Null,1
66484642,,573000,0.0,,0.0,2.0,,South,2020/2021,THE TERRACE,EVERTON TERRACE,,Non-Injury Crash,No,2021,,North,,0,,Null,,,,,,Bright sun,2126700,0,0.0,0.0,2.0,,,0.0,,,,,,Wellington Region,Nil,1-way,Sealed,,0.0,0,,30.0,,Off,0.0,0.0,,47,Wellington City,Nil,,,,,0.0,0.0,Urban,0.0,,,Null,Null,1
66484662,,573101,0.0,,0.0,0.0,,Null,2020/2021,TORY STREET,WAKEFIELD STREET,,Non-Injury Crash,No,2020,,North,,0,,Null,,Labour Weekend,,,,Dark,2135600,0,0.0,0.0,2.0,,,0.0,,,,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,30.0,,On,0.0,0.0,,47,Wellington City,Traffic Signals,,,,,0.0,0.0,Urban,2.0,,,Fine,Null,1
66484675,,573526,0.0,,0.0,2.0,,South,2021/2022,HUTT ROAD,HOROKIWI ROAD,,Non-Injury Crash,Yes,2021,,East,,0,,Flat,,,,,,Overcast,2086403,0,0.0,0.0,4.0,,,0.0,,,,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,100.0,,Off,0.0,0.0,,47,Wellington City,Unknown,,,,,0.0,0.0,Open,1.0,,,Light rain,Null,1
66484693,,577102,0.0,0.0,0.0,1.0,0.0,East,2020/2021,TANNADYCE STREET,STRATHMORE AVENUE,,Non-Injury Crash,No,2021,0.0,South,0.0,0,0.0,Hill Road,0.0,,0.0,,0.0,Unknown,2214000,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,Wellington Region,Nil,2-way,Sealed,0.0,0.0,0,0.0,50.0,0.0,Null,1.0,0.0,,47,Wellington City,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Null,Null,1
66484696,,573514,0.0,0.0,0.0,0.0,0.0,North,2021/2022,MIDDLETON ROAD,WINGFIELD PLACE,,Non-Injury Crash,No,2021,0.0,North,0.0,0,0.0,Flat,1.0,Christmas New Year,0.0,,0.0,Overcast,2086900,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Wellington Region,Nil,2-way,Sealed,0.0,0.0,0,0.0,50.0,0.0,Off,1.0,0.0,,47,Wellington City,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,1.0,Fine,Null,1
66484703,,573523,0.0,0.0,0.0,1.0,1.0,South,2020/2021,JOHNSONVILLE PORIRUA MOTORWAY,WESTCHESTER DRIVE OBR SBD,,Non-Injury Crash,Yes,2021,0.0,South,0.0,0,0.0,Flat,0.0,,0.0,,0.0,Dark,2086310,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,Wellington Region,Motorway ramp,1-way,Sealed,0.0,0.0,0,0.0,100.0,0.0,On,0.0,0.0,,47,Wellington City,Nil,0.0,0.0,0.0,1.0,0.0,0.0,Open,0.0,0.0,0.0,Heavy rain,Strong wind,1
66484726,,573101,1.0,,0.0,1.0,,Null,2020/2021,CHAFFERS STREET,CABLE STREET,,Non-Injury Crash,No,2021,,North,,0,,Flat,,,,,,Unknown,2135500,0,0.0,0.0,2.0,,,0.0,,,,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,30.0,,Null,0.0,0.0,,47,Wellington City,Traffic Signals,,,,,0.0,0.0,Urban,0.0,,,Null,Null,1
66484728,,577000,0.0,0.0,0.0,1.0,0.0,South,2020/2021,MOA POINT ROAD,DOG POUND,,Non-Injury Crash,No,2021,0.0,South,0.0,0,0.0,Flat,0.0,,0.0,,0.0,Bright sun,2175700,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,Wellington Region,Nil,2-way,Sealed,0.0,0.0,0,0.0,50.0,0.0,None,0.0,0.0,,47,Wellington City,Nil,0.0,0.0,0.0,1.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,1
66484747,,573000,0.0,0.0,0.0,3.0,0.0,Null,2022/2023,VICTORIA STREET,HARRIS STREET,,Minor Crash,No,2022,0.0,South,0.0,0,0.0,Flat,0.0,,0.0,,0.0,Dark,2127400,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,Wellington Region,Nil,1-way,Sealed,0.0,0.0,0,0.0,50.0,0.0,On,1.0,0.0,,47,Wellington City,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,0
66484748,,574303,0.0,0.0,0.0,1.0,1.0,Null,2020/2021,CENTENNIAL HIGHWAY,HUTT ROAD OFF RAMP,,Non-Injury Crash,No,2020,0.0,North,0.0,0,0.0,Flat,0.0,,0.0,,0.0,Overcast,2088705,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Wellington Region,Nil,2-way,Sealed,0.0,0.0,0,0.0,80.0,0.0,Off,0.0,0.0,,47,Wellington City,Traffic Signals,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Heavy rain,Strong wind,1
66484754,,574600,0.0,0.0,1.0,2.0,0.0,South,2020/2021,NORWICH STREET,WILTON ROAD,,Non-Injury Crash,No,2020,0.0,South,0.0,0,0.0,Hill Road,0.0,,0.0,,0.0,Unknown,2104401,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,Wellington Region,Nil,2-way,Sealed,0.0,0.0,0,0.0,,0.0,Null,0.0,0.0,,47,Wellington City,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Null,Null,1
66484773,,576301,0.0,0.0,0.0,1.0,0.0,North,2020/2021,HANSON STREET,STOKE STREET,,Non-Injury Crash,No,2021,0.0,South,0.0,0,0.0,Flat,0.0,,0.0,,0.0,Bright sun,2164200,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,Wellington Region,Nil,2-way,Sealed,0.0,0.0,0,0.0,50.0,0.0,Off,1.0,0.0,,47,Wellington City,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Null,Null,1
66484790,,573000,0.0,,0.0,1.0,,North,2021/2022,VICTORIA STREET,WILLESTON STREET,,Non-Injury Crash,No,2021,,South,,0,,Flat,,,,,,Overcast,2126000,0,0.0,0.0,2.0,,,0.0,,,,,,Wellington Region,Nil,1-way,Sealed,,0.0,0,,30.0,,Off,1.0,0.0,,47,Wellington City,Nil,,,,,0.0,0.0,Urban,0.0,,,Null,Null,1
66484794,,572701,0.0,0.0,0.0,2.0,0.0,West,2020/2021,ROBERTS STREET,TREMEWAN STREET,,Non-Injury Crash,No,2020,0.0,North,0.0,0,0.0,Flat,0.0,,0.0,,0.0,Overcast,1995200,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,Wellington Region,Nil,2-way,Sealed,0.0,0.0,0,0.0,50.0,0.0,Off,0.0,0.0,,47,Wellington City,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,1
66484802,,574002,0.0,,1.0,1.0,,South,2019/2020,HUTT ROAD,HUTT ROAD OFF RAMP,,Non-Injury Crash,No,2020,,South,,0,,Flat,,,,,,Bright sun,2078302,0,0.0,0.0,4.0,,,0.0,,,,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,80.0,,Off,0.0,0.0,,47,Wellington City,Nil,,,,,0.0,0.0,Open,0.0,,,Fine,Frost,1
66484819,,573400,0.0,0.0,0.0,1.0,0.0,East,2020/2021,ELIZABETH STREET,BROUGHAM STREET,,Non-Injury Crash,No,2020,0.0,West,0.0,0,0.0,Null,0.0,,0.0,,0.0,Bright sun,2140500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,Wellington Region,Nil,1-way,Sealed,0.0,0.0,0,0.0,50.0,0.0,Null,0.0,0.0,,47,Wellington City,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,1.0,0.0,0.0,Null,Null,1
66484842,,574600,0.0,0.0,0.0,2.0,0.0,South,2020/2021,SAR STREET,BARNARD STREET,,Non-Injury Crash,No,2020,0.0,North,0.0,0,0.0,Hill Road,0.0,,0.0,,0.0,Unknown,2099400,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,Wellington Region,Nil,2-way,Sealed,0.0,0.0,0,0.0,50.0,0.0,Null,0.0,0.0,,47,Wellington City,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Null,Null,1
66484849,,574302,0.0,0.0,1.0,1.0,0.0,South,2020/2021,NICHOLSON ROAD,AGRA CRESCENT,,Non-Injury Crash,No,2021,0.0,South,0.0,0,0.0,Flat,0.0,,0.0,,0.0,Bright sun,2092700,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,Wellington Region,Nil,2-way,Sealed,0.0,0.0,0,0.0,50.0,0.0,None,0.0,0.0,,47,Wellington City,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Strong wind,1
66484871,,572600,0.0,0.0,0.0,3.0,0.0,Null,2020/2021,VICTORY CRESCENT,HAMPTON HILL ROAD,,Minor Crash,No,2021,0.0,West,0.0,0,0.0,Hill Road,0.0,,0.0,,0.0,Overcast,1991600,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,Wellington Region,Nil,2-way,Sealed,0.0,0.0,0,0.0,50.0,0.0,Off,0.0,0.0,,47,Wellington City,Give way,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,1
66484882,,573101,0.0,,0.0,0.0,,South,2019/2020,INGLEWOOD PLACE,DIXON STREET,,Non-Injury Crash,No,2020,,Null,,0,,Null,,,,,,Unknown,2133408,0,1.0,0.0,2.0,,,0.0,,,,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,30.0,,Null,0.0,0.0,,47,Wellington City,Nil,,,,,0.0,1.0,Urban,0.0,,,Null,Null,1
66484922,,576901,0.0,,0.0,1.0,,Null,2020/2021,COBHAM DRIVE,TROY STREET,,Non-Injury Crash,Yes,2020,,North,,0,,Flat,,,,,,Overcast,2176800,0,0.0,0.0,2.0,,,0.0,,,,,,Wellington Region,Nil,1-way,Sealed,,0.0,0,,70.0,,Off,0.0,0.0,,47,Wellington City,Give way,,,,,0.0,0.0,Urban,1.0,,,Light rain,Null,1
66484972,,575000,0.0,,0.0,1.0,,Null,2020/2021,KARORI ROAD,HOMEWOOD AVENUE,,Non-Injury Crash,No,2021,,East,,0,,Hill Road,,,,,,Bright sun,2110800,0,1.0,0.0,2.0,,,0.0,,,,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,50.0,,Off,0.0,0.0,,47,Wellington City,Give way,,,,,0.0,0.0,Urban,0.0,,,Fine,Null,1
66484976,,573400,0.0,,0.0,1.0,,West,2021/2022,PATERSON STREET,WEST PORTAL,,Serious Crash,Yes,2022,,West,,0,,Hill Road,,,,,,Dark,2143300,0,0.0,0.0,3.0,,,0.0,,,1.0,,,Wellington Region,Nil,2-way,Sealed,,0.0,1,,50.0,,On,0.0,0.0,,47,Wellington City,Nil,,,,,0.0,0.0,Urban,0.0,,,Fine,Null,0
66484999,,574600,0.0,,0.0,1.0,,South,2020/2021,SAR STREET,BARNARD STREET,,Non-Injury Crash,No,2021,,North,,0,,Hill Road,,,,,,Overcast,2099400,0,0.0,0.0,2.0,,,0.0,,,,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,50.0,,Null,1.0,0.0,,47,Wellington City,Nil,,,,,0.0,0.0,Urban,0.0,,,Light rain,Null,1
66485009,,572600,0.0,,0.0,2.0,,Null,2020/2021,MAIN ROAD,LYNDHURST ROAD,,Non-Injury Crash,No,2021,,North,,0,,Flat,,,,,,Bright sun,1992200,0,0.0,0.0,3.0,,,0.0,,,,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,50.0,,Off,0.0,0.0,,47,Wellington City,Give way,,,,,0.0,0.0,Urban,0.0,,,Fine,Null,1
66485014,,573700,0.0,0.0,0.0,1.0,0.0,Null,2020/2021,FRANKMOORE AVENUE,PHILLIP STREET,,Non-Injury Crash,No,2021,0.0,West,0.0,0,0.0,Flat,1.0,,0.0,,0.0,Bright sun,2081700,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Wellington Region,Nil,2-way,Sealed,0.0,0.0,0,0.0,50.0,0.0,Off,0.0,0.0,,47,Wellington City,Give way,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,1
66485043,,573000,0.0,,0.0,0.0,,Null,2020/2021,JERVOIS QUAY,WILLESTON STREET,,Non-Injury Crash,No,2020,,South,,0,,Flat,,,,,,Unknown,2124300,0,0.0,0.0,6.0,,,0.0,,,,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,50.0,,Off,1.0,0.0,,47,Wellington City,Traffic Signals,,,,,1.0,0.0,Urban,0.0,,,Fine,Null,1
66485093,,573526,0.0,,0.0,2.0,,West,2020/2021,HUTT ROAD,HOROKIWI ROAD,,Non-Injury Crash,Yes,2020,,East,,0,,Flat,,,,,,Overcast,2086403,0,0.0,0.0,2.0,,,0.0,,,,,,Wellington Region,Nil,1-way,Sealed,,0.0,0,,100.0,,None,0.0,0.0,,47,Wellington City,Nil,,,,,0.0,0.0,Open,1.0,,,Light rain,Null,1
