OBJECTID,advisorySpeed,areaUnitID,bicycle,bridge,bus,carStationWagon,cliffBank,crashDirectionDescription,crashFinancialYear,crashLocation1,crashLocation2,crashRoadSideRoad,crashSeverity,crashSHDescription,crashYear,debris,directionRoleDescription,ditch,fatalCount,fence,flatHill,guardRail,holiday,houseOrBuilding,intersection,kerb,light,meshblockId,minorInjuryCount,moped,motorcycle,NumberOfLanes,objectThrownOrDropped,otherObject,otherVehicleType,overBank,parkedVehicle,pedestrian,phoneBoxEtc,postOrPole,region,roadCharacter,roadLane,roadSurface,roadworks,schoolBus,seriousInjuryCount,slipOrFlood,speedLimit,strayAnimal,streetLight,suv,taxi,temporarySpeedLimit,tlaId,tlaName,trafficControl,trafficIsland,trafficSign,train,tree,truck,unknownVehicleType,urban,vanOrUtility,vehicle,waterRiver,weatherA,weatherB,if_pandemic
67568833,,575200,0.0,,0.0,2.0,,West,2015/2016,GARDEN ROAD,BANK ROAD,,Non-Injury Crash,No,2015,,East,,0,,Hill Road,,,,,,Dark,2151300,0,0.0,0.0,2.0,,,0.0,,,,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,50.0,,On,0.0,0.0,,47,Wellington City,Give way,,,,,0.0,0.0,Urban,0.0,,,Fine,Null,0
67568841,,576301,0.0,,0.0,1.0,,Null,2015/2016,RIDDIFORD ST,EMMETT ST,,Minor Crash,No,2016,,West,,0,,Flat,,,,,,Bright sun,2165200,1,0.0,0.0,4.0,,,0.0,,,1.0,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,50.0,,Null,0.0,0.0,,47,Wellington City,Traffic Signals,,,,,0.0,0.0,Urban,0.0,,,Fine,Null,0
67568842,,577200,0.0,,0.0,1.0,,East,2014/2015,MIRAMAR AVENUE,HOBART ST,,Non-Injury Crash,No,2015,,West,,0,,Flat,,,,,,Bright sun,2207301,0,0.0,1.0,2.0,,,0.0,,,,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,50.0,,Null,0.0,0.0,,47,Wellington City,Give way,,,,,0.0,0.0,Urban,0.0,,,Fine,Null,0
67568894,,573511,0.0,,0.0,2.0,,Null,2014/2015,WESTCHESTER DRIVE,MIDDLETON ROAD,,Minor Crash,No,2015,,East,,0,,Hill Road,,,,,,Overcast,2086203,2,0.0,0.0,2.0,,,0.0,,,,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,50.0,,Null,0.0,0.0,,47,Wellington City,Give way,,,,,0.0,0.0,Urban,0.0,,,Light rain,Null,0
67568977,,573700,1.0,,0.0,1.0,,South,2015/2016,MOOREFIELD ROAD,HELSTON ROAD,,Non-Injury Crash,No,2015,,North,,0,,Null,,,,,,Overcast,2082300,0,0.0,0.0,,,,0.0,,,,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,50.0,,Off,0.0,0.0,,47,Wellington City,Unknown,,,,,0.0,0.0,Urban,0.0,,,Fine,Null,0
67569050,,572900,0.0,0.0,0.0,2.0,0.0,Null,2015/2016,SH 1N,MURPHY OFF SBD,,Non-Injury Crash,Yes,2015,0.0,South,0.0,0,0.0,Flat,1.0,,0.0,,0.0,Dark,2117902,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Wellington Region,Nil,1-way,Sealed,0.0,0.0,0,0.0,100.0,0.0,None,0.0,0.0,,47,Wellington City,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Fine,Null,0
67569121,,574900,0.0,,0.0,0.0,,West,2015/2016,KARORI ROAD,NATALIE WAY,,Minor Crash,No,2016,,West,,0,,Flat,,,,,,Bright sun,2109700,1,0.0,1.0,2.0,,,0.0,,,,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,50.0,,Null,0.0,0.0,,47,Wellington City,Unknown,,,,,0.0,0.0,Urban,0.0,,,Fine,Null,0
67569457,,573522,0.0,0.0,0.0,3.0,0.0,South,2015/2016,JAMAICA DRIVE,TAKAPU ROAD,,Non-Injury Crash,No,2015,0.0,North,0.0,0,0.0,Hill Road,0.0,,0.0,,0.0,Bright sun,2086103,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,Wellington Region,Nil,2-way,Sealed,0.0,0.0,0,0.0,50.0,0.0,Null,0.0,0.0,,47,Wellington City,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,0
67569594,,574100,0.0,,0.0,1.0,,North,2014/2015,MOOREFIELD ROAD,HAUMIA ST,,Minor Crash,No,2015,,North,,0,,Flat,,,,,,Bright sun,2085500,1,0.0,0.0,2.0,,,0.0,,,1.0,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,50.0,,Off,0.0,0.0,,47,Wellington City,Give way,,,,,0.0,0.0,Urban,0.0,,,Fine,Null,0
67569625,,576301,0.0,0.0,0.0,3.0,0.0,South,2015/2016,ADELAIDE ROAD,JOHN ST,,Minor Crash,No,2016,0.0,North,0.0,0,1.0,Hill Road,0.0,,0.0,,0.0,Bright sun,2163400,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,Wellington Region,Nil,2-way,Sealed,0.0,0.0,0,0.0,50.0,0.0,Null,0.0,0.0,,47,Wellington City,Nil,0.0,1.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,0
67569626,,576100,0.0,0.0,0.0,2.0,0.0,North,2014/2015,BUCKINGHAM ST,LERWICK TERRACE,,Non-Injury Crash,No,2015,0.0,South,0.0,0,0.0,Hill Road,0.0,,0.0,,0.0,Twilight,2196100,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,Wellington Region,Nil,2-way,Sealed,0.0,0.0,0,0.0,50.0,0.0,On,0.0,0.0,,47,Wellington City,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,0
67569742,,572900,1.0,,0.0,0.0,,North,2014/2015,HUTT ROAD,SAR ST,,Minor Crash,No,2015,,North,,0,,Flat,,,,,,Bright sun,2118400,1,0.0,0.0,2.0,,,0.0,,,,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,50.0,,Null,0.0,0.0,,47,Wellington City,Unknown,,,,,0.0,0.0,Urban,1.0,,,Fine,Null,0
67570342,,577200,0.0,,0.0,1.0,,West,2014/2015,BROADWAY,HOBART ST,,Minor Crash,No,2015,,West,,0,,Flat,,,,,,Dark,2209200,1,0.0,0.0,2.0,,,0.0,,,1.0,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,50.0,,On,0.0,0.0,,47,Wellington City,Unknown,,,,,0.0,0.0,Urban,0.0,,,Heavy rain,Null,0
67570425,,576500,0.0,,0.0,3.0,,Null,2015/2016,RIDDIFORD ST,CHURCH AVENUE,,Non-Injury Crash,No,2015,,North,,0,,Flat,,,,,,Bright sun,2148800,0,0.0,0.0,4.0,,,0.0,,,,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,50.0,,Null,0.0,0.0,,47,Wellington City,Traffic Signals,,,,,0.0,0.0,Urban,0.0,,,Fine,Null,0
67570465,,573511,0.0,0.0,0.0,1.0,1.0,North,2014/2015,SH 1N,CHURTON PARK ON NBD,,Minor Crash,Yes,2015,0.0,North,0.0,0,0.0,Flat,0.0,,0.0,,0.0,Dark,2086203,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Wellington Region,Nil,1-way,Sealed,0.0,0.0,0,0.0,100.0,0.0,None,0.0,0.0,,47,Wellington City,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Light rain,Strong wind,0
67570654,,577400,0.0,,0.0,1.0,,North,2015/2016,NEVAY ROAD,FORTIFICATION ROAD,,Minor Crash,No,2015,,North,,0,,Hill Road,,,,,,Overcast,2209300,1,0.0,1.0,1.0,,,0.0,,,,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,50.0,,Off,0.0,0.0,,47,Wellington City,Unknown,,,,,0.0,0.0,Urban,0.0,,,Fine,Strong wind,0
67570850,,572900,0.0,,0.0,1.0,,South,2014/2015,BUNNY ST,ACCESS ROAD N,,Minor Crash,No,2015,,South,,0,,Flat,,,,,,Bright sun,2122700,1,0.0,0.0,1.0,,,0.0,,,1.0,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,50.0,,Null,0.0,0.0,,47,Wellington City,Nil,,,,,0.0,0.0,Urban,0.0,,,Fine,Null,0
67570937,,573511,0.0,,0.0,2.0,,North,2014/2015,SH 1N,WESTCHESTER OBR NBD,,Non-Injury Crash,Yes,2015,,North,,0,,Flat,,,,,,Bright sun,2086203,0,0.0,0.0,2.0,,,0.0,,,,,,Wellington Region,Nil,1-way,Sealed,,0.0,0,,100.0,,Off,0.0,0.0,,47,Wellington City,Nil,,,,,0.0,0.0,Open,0.0,,,Fine,Null,0
67571201,,576400,0.0,,0.0,1.0,,Null,2015/2016,OWEN ST,CARDALL ST,,Non-Injury Crash,No,2015,,South,,0,,Flat,,,,,,Bright sun,2170000,0,0.0,0.0,2.0,,,0.0,,,,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,50.0,,Null,1.0,0.0,,47,Wellington City,Give way,,,,,0.0,0.0,Urban,0.0,,,Fine,Null,0
67571210,,573000,0.0,0.0,1.0,1.0,0.0,North,2015/2016,LAMBTON QUAY,JOHNSTON ST,,Non-Injury Crash,No,2015,0.0,South,0.0,0,0.0,Flat,0.0,,0.0,,0.0,Dark,2125300,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,Wellington Region,Nil,2-way,Sealed,0.0,0.0,0,0.0,30.0,0.0,On,0.0,1.0,,47,Wellington City,Traffic Signals,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,0
67571230,,576301,0.0,,0.0,1.0,,South,2014/2015,RIDDIFORD ST,RINTOUL ST,,Non-Injury Crash,No,2015,,North,,0,,Flat,,,,,,Bright sun,2164600,0,0.0,0.0,3.0,,,0.0,,,,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,50.0,,Null,0.0,0.0,,47,Wellington City,Unknown,,,,,1.0,0.0,Urban,0.0,,,Fine,Null,0
67571274,,573101,0.0,,0.0,1.0,,North,2015/2016,MARION ST,SH 1N,,Non-Injury Crash,No,2015,,,,0,,Flat,,,,,,Bright sun,2133600,0,0.0,0.0,1.0,,,0.0,,,1.0,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,50.0,,Off,0.0,0.0,,47,Wellington City,Unknown,,,,,0.0,0.0,Urban,0.0,,,Fine,Null,0
67571334,,573200,0.0,,0.0,1.0,,South,2014/2015,WILLIS ST,ABEL SMITH ST,,Non-Injury Crash,No,2015,,North,,0,,Flat,,,,,,Bright sun,2158000,0,0.0,1.0,4.0,,,0.0,,,,,,Wellington Region,Nil,1-way,Sealed,,0.0,0,,50.0,,Null,0.0,0.0,,47,Wellington City,Unknown,,,,,0.0,0.0,Urban,0.0,,,Fine,Null,0
67571385,,574701,0.0,,0.0,2.0,,East,2015/2016,CHURCHILL DRIVE,SILVERSTREAM ROAD,,Non-Injury Crash,No,2015,,East,,0,,Hill Road,,,,,,Twilight,2095202,0,0.0,0.0,2.0,,,0.0,,,,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,50.0,,On,0.0,0.0,,47,Wellington City,Nil,,,,,0.0,0.0,Urban,0.0,,,Light rain,Null,0
67571398,,576200,0.0,,0.0,2.0,,Null,2014/2015,BRITOMART ST,STANLEY ST,,Non-Injury Crash,No,2015,,East,,0,,Flat,,,,,,Overcast,2171100,0,0.0,0.0,2.0,,,0.0,,,,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,50.0,,Null,0.0,0.0,,47,Wellington City,Give way,,,,,0.0,0.0,Urban,0.0,,,Fine,Null,0
67571506,,577302,0.0,,0.0,1.0,,South,2015/2016,DARLINGTON ROAD,PURIRI ST,,Minor Crash,No,2015,,North,,0,,Flat,,,,,,Bright sun,2205400,1,0.0,1.0,2.0,,,0.0,,,,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,50.0,,Null,0.0,0.0,,47,Wellington City,Unknown,,,,,0.0,0.0,Urban,0.0,,,Fine,Null,0
67571586,,573400,0.0,,0.0,2.0,,South,2014/2015,SH 1N,WEST PORTAL,,Non-Injury Crash,Yes,2015,,North,,0,,Flat,,,,,,Unknown,2143300,0,0.0,0.0,2.0,,,0.0,,,,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,50.0,,On,0.0,0.0,,47,Wellington City,Unknown,,,,,0.0,0.0,Urban,0.0,,,Heavy rain,Null,0
67571774,,574402,0.0,,0.0,2.0,,West,2015/2016,KAIWHARAWHARA ROAD,OLD PORIRUA ROAD,,Minor Crash,No,2015,,North,,0,,Hill Road,,,,,,Dark,2097602,2,0.0,0.0,2.0,,,0.0,,,,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,50.0,,On,0.0,0.0,,47,Wellington City,Unknown,,,,,0.0,0.0,Urban,0.0,,,Fine,Null,0
67572169,,573700,0.0,,0.0,2.0,,Null,2015/2016,JOHNSONVILLE ROAD,MOOREFIELD ROAD,,Non-Injury Crash,No,2015,,South,,0,,Flat,,,,,,Overcast,2082800,0,0.0,0.0,4.0,,,0.0,,,,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,50.0,,Null,0.0,0.0,,47,Wellington City,Give way,,,,,0.0,0.0,Urban,0.0,,,Fine,Strong wind,0
67572522,,573523,0.0,0.0,0.0,2.0,0.0,West,2014/2015,MARK AVENUE,GUADELOUPE CRESCENT E,,Non-Injury Crash,No,2015,0.0,West,0.0,0,0.0,Hill Road,0.0,,0.0,,0.0,Bright sun,2086304,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,Wellington Region,Nil,2-way,Sealed,0.0,0.0,0,0.0,50.0,0.0,Null,0.0,0.0,,47,Wellington City,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,0
67572682,,577000,0.0,,0.0,1.0,,Null,2015/2016,WHA ST,FREYBERG ST,,Non-Injury Crash,No,2016,,West,,0,,Null,,,,,,Bright sun,2174000,0,0.0,0.0,2.0,,,0.0,,,,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,50.0,,Null,0.0,0.0,,47,Wellington City,Stop,,,,,0.0,0.0,Urban,1.0,,,Null,Null,0
67572846,,573526,0.0,0.0,0.0,1.0,0.0,West,2014/2015,SH 2,HOROKIWI ROAD,,Non-Injury Crash,Yes,2015,0.0,East,0.0,0,0.0,Flat,1.0,,0.0,,0.0,Overcast,2086403,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Wellington Region,Nil,2-way,Sealed,0.0,0.0,0,0.0,100.0,0.0,Null,0.0,0.0,,47,Wellington City,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Light rain,Null,0
67573057,,573400,0.0,0.0,0.0,2.0,0.0,West,2015/2016,HAWKER ST,ROXBURGH ST,,Non-Injury Crash,No,2015,0.0,East,0.0,0,0.0,Hill Road,0.0,,0.0,,0.0,Dark,2140100,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,Wellington Region,Nil,2-way,Sealed,0.0,0.0,0,0.0,50.0,0.0,On,0.0,0.0,,47,Wellington City,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,0
67573065,,573000,1.0,,0.0,1.0,,North,2015/2016,JERVOIS QUAY,HARRIS ST,,Minor Crash,No,2016,,North,,0,,Flat,,,,,,Overcast,2127500,1,0.0,0.0,6.0,,,0.0,,,,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,50.0,,Null,0.0,0.0,,47,Wellington City,Unknown,,,,,0.0,0.0,Urban,0.0,,,Heavy rain,Null,0
67573222,,573000,0.0,,0.0,2.0,,Null,2014/2015,WATERLOO QUAY,WHITMORE ST,,Non-Injury Crash,No,2015,,North,,0,,Flat,,,,,,Bright sun,2124300,0,0.0,0.0,5.0,,,0.0,,,,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,50.0,,Off,0.0,0.0,,47,Wellington City,Traffic Signals,,,,,0.0,0.0,Urban,0.0,,,Fine,Null,0
67573289,,576200,0.0,,0.0,2.0,,Null,2015/2016,ADELAIDE ROAD,BRITOMART ST,,Non-Injury Crash,No,2015,,North,,0,,Flat,,,,,,Bright sun,2171900,0,0.0,0.0,2.0,,,0.0,,,,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,50.0,,Null,0.0,0.0,,47,Wellington City,Traffic Signals,,,,,0.0,0.0,Urban,0.0,,,Fine,Null,0
67573354,,572600,0.0,,0.0,2.0,,North,2014/2015,MAIN ROAD,ESSEX ST,,Non-Injury Crash,No,2015,,South,,0,,Flat,,,,,,Bright sun,1992000,0,0.0,0.0,2.0,,,0.0,,,,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,50.0,,Null,0.0,0.0,,47,Wellington City,Unknown,,,,,0.0,0.0,Urban,0.0,,,Fine,Null,0
67573385,,575000,0.0,0.0,0.0,3.0,0.0,Null,2014/2015,KARORI ROAD,FLERS ST,,Minor Crash,No,2015,0.0,East,0.0,0,0.0,Hill Road,0.0,Queens Birthday,0.0,,0.0,Dark,2110800,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,Wellington Region,Nil,2-way,Sealed,0.0,0.0,0,0.0,50.0,0.0,On,0.0,0.0,,47,Wellington City,Stop,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,0
67573585,,573101,0.0,,0.0,1.0,,East,2014/2015,OLD BUCKLE ST,TARANAKI ST,,Serious Crash,No,2015,,West,,0,,Flat,,,,,,Bright sun,2135000,0,0.0,1.0,3.0,,,0.0,,,,,,Wellington Region,Nil,1-way,Sealed,,0.0,1,,50.0,,Off,0.0,0.0,,47,Wellington City,Nil,,,,,0.0,0.0,Urban,0.0,,,Fine,Null,0
67573586,,573903,0.0,0.0,0.0,1.0,0.0,Null,2014/2015,COLCHESTER CRESCENT,KINGSBRIDGE PLACE,,Non-Injury Crash,No,2015,0.0,North,0.0,0,0.0,Hill Road,0.0,,0.0,,0.0,Bright sun,2073108,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Wellington Region,Nil,2-way,Sealed,0.0,0.0,0,0.0,50.0,0.0,Off,0.0,0.0,,47,Wellington City,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,0
67573688,,573000,0.0,,0.0,2.0,,Null,2015/2016,SH 1N,SOUTH PORTAL,,Non-Injury Crash,Yes,2015,,North,,0,,Flat,,,,,,Bright sun,2130600,0,0.0,0.0,3.0,,,0.0,,,,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,80.0,,Null,0.0,0.0,,47,Wellington City,Nil,,,,,0.0,0.0,Open,0.0,,,Fine,Null,0
67573813,,573526,0.0,,0.0,3.0,,West,2015/2016,SH 2,SERVICE STN NTH,,Minor Crash,Yes,2015,,South,,0,,Flat,,,,,,Bright sun,2077503,2,0.0,0.0,4.0,,,0.0,,,,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,100.0,,Null,0.0,1.0,,47,Wellington City,Unknown,,,,,0.0,0.0,Open,1.0,,,Fine,Null,0
67573877,,573700,0.0,0.0,0.0,1.0,0.0,South,2014/2015,EARP ST,IRONSIDE ROAD,,Minor Crash,No,2015,0.0,North,0.0,0,0.0,Flat,0.0,,0.0,,0.0,Dark,2081601,1,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,Wellington Region,Nil,2-way,Sealed,0.0,0.0,0,0.0,50.0,0.0,On,0.0,0.0,,47,Wellington City,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,0
67574088,,575701,0.0,,0.0,1.0,,Null,2015/2016,TAFT ST,MCKINLEY CRESCENT,,Non-Injury Crash,No,2016,,West,,0,,Hill Road,,,,,,Bright sun,2199500,0,0.0,0.0,2.0,,,0.0,,,,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,50.0,,Null,0.0,0.0,,47,Wellington City,Nil,,,,,1.0,0.0,Urban,0.0,,,Fine,Null,0
67574201,,574002,0.0,,0.0,2.0,,North,2015/2016,HUTT ON NBD,CENTENNIAL SBD,,Non-Injury Crash,No,2015,,North,,0,,Flat,,,,,,Dark,2078302,0,0.0,0.0,2.0,,,0.0,,,,,,Wellington Region,Nil,1-way,Sealed,,0.0,0,,80.0,,On,0.0,0.0,,47,Wellington City,Unknown,,,,,0.0,0.0,Open,0.0,,,Fine,Null,0
67574280,,574002,0.0,,0.0,2.0,,North,2014/2015,SH 2,NGAURANGA ON NBD,,Non-Injury Crash,Yes,2015,,South,,0,,Flat,,,,,,Dark,2078302,0,0.0,0.0,4.0,,,0.0,,,,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,100.0,,On,0.0,0.0,,47,Wellington City,Nil,,,,,0.0,0.0,Open,0.0,,,Heavy rain,Null,0
67574336,,573901,0.0,0.0,0.0,2.0,0.0,West,2015/2016,STEWART DRIVE,BATCHELOR ST,,Non-Injury Crash,No,2015,0.0,West,0.0,0,0.0,Hill Road,0.0,,0.0,,0.0,Bright sun,2073400,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,Wellington Region,Nil,2-way,Sealed,0.0,0.0,0,0.0,50.0,0.0,Null,0.0,0.0,,47,Wellington City,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,0
67574373,,575600,0.0,0.0,0.0,2.0,0.0,North,2015/2016,MITCHELL ST,KAREPA ST,,Non-Injury Crash,No,2016,0.0,North,0.0,0,0.0,Hill Road,0.0,,0.0,,0.0,Bright sun,2161100,0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,Wellington Region,Nil,2-way,Sealed,0.0,0.0,0,0.0,50.0,0.0,Null,0.0,0.0,,47,Wellington City,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,0
67574400,,573000,0.0,,1.0,0.0,,Null,2015/2016,LAMBTON QUAY,STOUT ST,,Non-Injury Crash,No,2015,,South,,0,,Flat,,,,,,Overcast,2124100,0,0.0,0.0,2.0,,,0.0,,,,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,50.0,,Off,0.0,0.0,,47,Wellington City,Traffic Signals,,,,,0.0,0.0,Urban,1.0,,,Fine,Null,0
67574421,,572900,0.0,0.0,0.0,2.0,0.0,North,2016/2017,TINAKORI ROAD,GEORGE ST,,Serious Crash,No,2016,0.0,North,0.0,0,0.0,Flat,0.0,,0.0,,0.0,Twilight,2119500,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,Wellington Region,Nil,2-way,Sealed,0.0,0.0,1,0.0,50.0,0.0,Off,0.0,0.0,,47,Wellington City,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Frost,0
67574496,,573600,0.0,0.0,0.0,3.0,0.0,North,2014/2015,MORGAN ST,IRONSIDE ROAD,,Non-Injury Crash,No,2015,0.0,North,0.0,0,0.0,Hill Road,0.0,,0.0,,0.0,Bright sun,2080400,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,Wellington Region,Nil,2-way,Sealed,0.0,0.0,0,0.0,50.0,0.0,Null,0.0,0.0,,47,Wellington City,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,0
67574584,,573101,0.0,,0.0,1.0,,East,2015/2016,DIXON ST,WILLIS ST,,Serious Crash,No,2016,,,,0,,Null,,,,,,Bright sun,2131300,0,0.0,0.0,2.0,,,0.0,,,1.0,,,Wellington Region,Nil,1-way,Sealed,,0.0,1,,50.0,,Null,0.0,0.0,,47,Wellington City,Unknown,,,,,0.0,0.0,Urban,1.0,,,Fine,Null,0
67574716,,574304,0.0,,0.0,4.0,,North,2015/2016,ONSLOW ROAD,LOHIA ST,,Minor Crash,No,2015,,North,,0,,Hill Road,,,,,,Dark,2090201,1,0.0,0.0,2.0,,,0.0,,,,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,50.0,,On,0.0,0.0,,47,Wellington City,Unknown,,,,,0.0,0.0,Urban,0.0,,,Fine,Null,0
67574836,,573101,0.0,,0.0,1.0,,South,2015/2016,SH 1N,SOUTH PORTAL,,Non-Injury Crash,Yes,2015,,South,,0,,Null,,,,,,Overcast,2131900,0,0.0,0.0,2.0,,,0.0,,,,,,Wellington Region,Motorway ramp,1-way,Sealed,,0.0,0,,70.0,,Off,0.0,0.0,,47,Wellington City,Unknown,,,,,0.0,0.0,Urban,1.0,,,Null,Null,0
67574967,,576301,1.0,,0.0,1.0,,South,2015/2016,RIDDIFORD ST,ADELAIDE ROAD,,Non-Injury Crash,No,2015,,North,,0,,Flat,,,,,,Overcast,2163500,0,0.0,0.0,5.0,,,0.0,,,,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,50.0,,Null,0.0,0.0,,47,Wellington City,Unknown,,,,,0.0,0.0,Urban,0.0,,,Light rain,Strong wind,0
67574996,,573514,0.0,,0.0,1.0,,North,2015/2016,ABILENE CRESCENT,TRILIDS LANE,,Serious Crash,No,2015,,South,,0,,Hill Road,,,,,,Bright sun,2086611,0,0.0,0.0,2.0,,,0.0,,,1.0,,,Wellington Region,Nil,2-way,Sealed,,0.0,1,,50.0,,Off,0.0,0.0,,47,Wellington City,Nil,,,,,0.0,0.0,Urban,0.0,,,Fine,Null,0
67575012,,573526,0.0,,0.0,2.0,,South,2015/2016,SH 2,PETONE ON SBD,,Non-Injury Crash,Yes,2015,,North,,0,,Flat,,,,,,Bright sun,2086403,0,0.0,0.0,3.0,,,0.0,,,,,,Wellington Region,Nil,1-way,Sealed,,0.0,0,,100.0,,Null,0.0,0.0,,47,Wellington City,Nil,,,,,0.0,0.0,Open,0.0,,,Fine,Null,0
67575032,,573700,0.0,,0.0,1.0,,Null,2014/2015,PHILLIP ST,FRANKMOORE AVENUE,,Non-Injury Crash,No,2015,,North,,0,,Flat,,,,,,Bright sun,2081700,0,0.0,0.0,2.0,,,0.0,,,,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,50.0,,Null,0.0,0.0,,47,Wellington City,Give way,,,,,0.0,0.0,Urban,1.0,,,Fine,Null,0
67575071,,576903,0.0,,0.0,2.0,,Null,2015/2016,EVANS BAY PARADE,WELLINGTON ROAD,,Minor Crash,Yes,2015,,South,,0,,Flat,,,,,,Overcast,2180200,1,0.0,0.0,4.0,,,0.0,,,,,,Wellington Region,Nil,2-way,Sealed,,0.0,0,,50.0,,Null,0.0,0.0,,47,Wellington City,Traffic Signals,,,,,0.0,0.0,Urban,0.0,,,Fine,Null,0
67575316,,573200,0.0,0.0,0.0,1.0,0.0,South,2015/2016,BOSTON TERRACE,ARO ST,,Non-Injury Crash,No,2016,0.0,North,0.0,0,0.0,Hill Road,0.0,,1.0,,0.0,Bright sun,2159000,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Wellington Region,Nil,2-way,Sealed,0.0,0.0,0,0.0,50.0,0.0,Null,0.0,0.0,,47,Wellington City,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,0
