OBJECTID,alcohol_store,distance_to_store (meters),distance_to_store_km
66393266,Discount Liquor Centre,717.8646195872507,0.7178646195872507
66393269,nan,1558.5456880894549,1.5585456880894548
66393272,Liquorland,81.75117439626337,0.08175117439626337
66393280,JK Liquor,1511.3439027686793,1.5113439027686792
66393297,The Bottle-O Miramar,1319.6125897979055,1.3196125897979054
66393303,JK Liquor,5061.329577520981,5.061329577520981
66393317,Glengarry Wines,1101.1875801398799,1.1011875801398798
66393396,JK Liquor,3735.5387360780364,3.7355387360780363
66393402,JK Liquor,4414.395607768285,4.414395607768285
66393418,Regional Wines and Spirits,869.6740051179222,0.8696740051179223
66393510,Discount Liquor Centre,1471.005542921686,1.471005542921686
66393520,Super Liquor,22.524141783305474,0.022524141783305474
66393540,Liquorland,2308.2483511547016,2.3082483511547016
66393542,nan,1728.8840142535105,1.7288840142535105
66393553,The Bottle-O,245.43253619272778,0.24543253619272778
66393578,JK Liquor,1175.407370755736,1.1754073707557362
66393652,JK Liquor,4062.5358376366594,4.062535837636659
66393660,Discount Liquor Centre,2624.089644211704,2.624089644211704
66393684,nan,1286.4678799004068,1.2864678799004068
66393819,nan,700.7877289022921,0.7007877289022921
66393825,JK Liquor,3186.074966259455,3.1860749662594547
66393838,JK Liquor,2799.4207468569175,2.7994207468569177
66393844,Liquorland,219.82321746458675,0.21982321746458675
66393890,Liquorland,1751.1028992857694,1.7511028992857693
66393917,The Cellar Room,291.65718756708105,0.29165718756708103
66393925,Regional Wines and Spirits,361.7193195127661,0.3617193195127661
66393942,Cuba Liquor World,238.29147375000946,0.23829147375000945
66393989,nan,837.9871732629153,0.8379871732629154
66393990,Liquorland,239.90196197115228,0.23990196197115227
66394017,Garage Project,688.0724814176832,0.6880724814176832
66394034,JK Liquor,328.39183939457473,0.3283918393945747
66394048,JK Liquor,2353.8857922368625,2.3538857922368623
66394056,nan,727.0916373371159,0.7270916373371159
66394057,Glengarry Wines,2323.3952505374104,2.3233952505374105
66394144,Cuba Liquor World,345.5158647536828,0.34551586475368284
66394166,Discount Liquor Centre,1738.5279206758146,1.7385279206758146
66394173,JK Liquor,1615.6632888632446,1.6156632888632445
66394221,JK Liquor,1105.7060735483958,1.105706073548396
66394241,JK Liquor,3769.0981502467084,3.7690981502467085
66394249,Liquorland,133.73688578730147,0.13373688578730147
66394264,Regional Wines and Spirits,949.3543638932366,0.9493543638932366
66394307,Garage Project,373.4639980567855,0.3734639980567855
66394311,Discount Liquor Centre,772.791202469509,0.772791202469509
66394343,The Bottle-O,3587.3926906389192,3.5873926906389193
66394372,Cuba Liquor World,446.4698405977003,0.4464698405977003
66394389,Discount Liquor Centre,2147.5719670800922,2.147571967080092
66394398,Discount Liquor Centre,997.4625771887557,0.9974625771887558
66394400,Cuba Liquor World,422.3764874097403,0.4223764874097403
66394438,JK Liquor,1170.6943576305198,1.1706943576305198
66394449,Discount Liquor Centre,540.7851684836013,0.5407851684836013
66394450,Cuba Liquor World,237.6217029798256,0.2376217029798256
66394463,Cuba Liquor World,403.84874796508234,0.40384874796508236
66394613,Cuba Liquor World,675.8266281058512,0.6758266281058513
66394631,Liquorland,506.7722669547185,0.5067722669547184
66394659,Discount Liquor Centre,1996.7216636445048,1.9967216636445049
66394677,The Bottle-O,435.1238030723586,0.4351238030723586
66394692,nan,1123.2340050387245,1.1232340050387244
66394716,Discount Liquor Centre,591.1543683009155,0.5911543683009155
66394726,Thirsty Liquor,467.2640362943573,0.4672640362943573
66394736,JK Liquor,1348.0357789397763,1.3480357789397763
66394768,Regional Wines and Spirits,1670.4850404090296,1.6704850404090297
66394780,nan,644.2055253613099,0.6442055253613099
66394795,Thirsty Liquor,231.3905666919227,0.23139056669192268
66394812,Garage Project,163.88860195668155,0.16388860195668156
66394848,Discount Liquor Centre,3528.6235221029215,3.5286235221029214
66394947,JK Liquor,951.1304392458733,0.9511304392458733
66395019,Regional Wines and Spirits,1273.6828058675414,1.2736828058675413
66395024,nan,1896.6635301750732,1.8966635301750732
66395075,Garage Project,556.2358945618925,0.5562358945618925
66395096,Liquorland,501.97338233566524,0.5019733823356652
66395100,Discount Liquor Centre,2189.4354888480752,2.1894354888480754
66395116,The Cellar Room,496.386435194563,0.496386435194563
66395138,Discount Liquor Centre,550.1246852030508,0.5501246852030508
66395141,Discount Liquor Centre,2417.8648902114574,2.4178648902114572
66395146,Discount Liquor Centre,4465.193224683744,4.465193224683744
66395161,JK Liquor,2238.569233728024,2.2385692337280236
66395167,Regional Wines and Spirits,1560.7684873813107,1.5607684873813108
66395184,Cuba Liquor World,874.8499368867627,0.8748499368867627
66395222,Regional Wines and Spirits,1519.2569984962652,1.5192569984962652
66395225,JK Liquor,749.8680402012164,0.7498680402012164
66395227,Thirsty Liquor,304.8578329420653,0.30485783294206525
66395261,JK Liquor,2942.990230790124,2.942990230790124
66395278,Regional Wines and Spirits,440.00252006184536,0.44000252006184537
66395291,nan,883.6869140964325,0.8836869140964325
66395293,Discount Liquor Centre,4546.307477586491,4.546307477586491
66395301,Discount Liquor Centre,1243.6456586684117,1.2436456586684117
66395303,JK Liquor,2209.987206509193,2.2099872065091932
66395312,Cuba Liquor World,225.96291603760233,0.22596291603760232
66395313,Super Liquor,91.43838511029263,0.09143838511029263
66395344,JK Liquor,1144.696172762113,1.144696172762113
66395383,Discount Liquor Centre,2215.3454812864843,2.215345481286484
66395402,The Bottle-O,1318.9932039921068,1.3189932039921068
66395476,Liquorland,2150.632595860286,2.150632595860286
66395499,Regional Wines and Spirits,1574.474306751346,1.574474306751346
66395525,Thirsty Liquor,789.7571267320935,0.7897571267320935
66395557,Discount Liquor Centre,696.1667239816077,0.6961667239816077
66395616,JK Liquor,1706.0886780140177,1.7060886780140176
66395631,Liquorland,208.58199601249206,0.20858199601249205
66395647,Discount Liquor Centre,3547.1159367447312,3.5471159367447314
66395664,Discount Liquor Centre,3148.416237503465,3.148416237503465
66395685,Liquorland,2035.025013372446,2.035025013372446
66395716,nan,1809.7779467362504,1.8097779467362505
66395725,JK Liquor,4808.296422957512,4.808296422957512
66395848,Discount Liquor Centre,330.695596972938,0.330695596972938
66395876,JK Liquor,4744.813648541494,4.744813648541494
66395880,Discount Liquor Centre,184.7039858792021,0.1847039858792021
66395923,Regional Wines and Spirits,1459.0797403056788,1.4590797403056788
66395935,Discount Liquor Centre,365.7010886218331,0.3657010886218331
66395946,nan,2009.036372889152,2.009036372889152
66395976,Discount Liquor Centre,962.9051385758112,0.9629051385758112
66395983,Super Liquor,913.8403154522742,0.9138403154522743
66395999,Garage Project,773.7137272564609,0.7737137272564608
66396014,JK Liquor,3495.939315146399,3.495939315146399
66396026,The Bottle-O,4042.9981878236317,4.042998187823632
66396028,Discount Liquor Centre,777.1452724812649,0.7771452724812649
66396044,JK Liquor,5325.09033478836,5.32509033478836
66396068,nan,890.2933051168854,0.8902933051168854
66396078,Discount Liquor Centre,2797.8856607118073,2.7978856607118074
66396089,Cuba Liquor World,792.1486963345762,0.7921486963345763
66396108,Discount Liquor Centre,1264.409878850256,1.264409878850256
66396124,JK Liquor,1111.3284894552887,1.1113284894552886
66396136,JK Liquor,1078.038955342437,1.078038955342437
66396145,Cuba Liquor World,553.1547858541531,0.5531547858541531
66396158,The Bottle-O,1276.3278043356436,1.2763278043356436
66396165,JK Liquor,2407.732531268525,2.407732531268525
66396174,Glengarry Wines,484.06091209112105,0.48406091209112106
66396183,Cuba Liquor World,947.4214871177426,0.9474214871177425
66396191,Discount Liquor Centre,4789.2049956065075,4.789204995606507
66396193,nan,382.15129320940304,0.38215129320940305
66396225,JK Liquor,1487.4201853025713,1.4874201853025713
66396237,Regional Wines and Spirits,32.024191726164275,0.032024191726164275
66396242,Thirsty Liquor,1730.13880812659,1.73013880812659
66396276,Thirsty Liquor,1444.4417479903584,1.4444417479903584
66396333,Super Liquor,1023.448558808506,1.023448558808506
66396342,nan,226.4227735036789,0.2264227735036789
66396370,Super Liquor,1752.5664400104788,1.7525664400104788
66396391,JK Liquor,623.4340949863749,0.6234340949863749
66396425,Regional Wines and Spirits,1217.7067790381486,1.2177067790381486
66396480,Regional Wines and Spirits,1537.5198726959102,1.5375198726959103
66396483,Discount Liquor Centre,1240.302997486837,1.2403029974868371
66396544,JK Liquor,4770.594896345831,4.770594896345831
66396545,JK Liquor,1329.9582284011312,1.3299582284011313
66396590,JK Liquor,1416.5776160469015,1.4165776160469015
66396627,Liquorland,439.4285658953102,0.4394285658953102
66396650,JK Liquor,2702.2865794597137,2.7022865794597135
66396739,Super Liquor,81.97773892994343,0.08197773892994342
66396740,Discount Liquor Centre,3304.649598428357,3.304649598428357
66396757,Cuba Liquor World,683.3345963118578,0.6833345963118578
66396767,JK Liquor,3975.1061214989268,3.9751061214989267
66396771,JK Liquor,2090.8676442937463,2.090867644293746
66396809,Liquorland,751.7471124655597,0.7517471124655597
66396822,Regional Wines and Spirits,1453.8189025132097,1.4538189025132096
66396832,Liquorland,73.4393176457657,0.0734393176457657
66396839,The Bottle-O,1386.4664003872615,1.3864664003872615
66396848,Cuba Liquor World,231.0499568991753,0.2310499568991753
66396854,Discount Liquor Centre,560.2996523475812,0.5602996523475812
66396868,Thirsty Liquor,716.6652145533529,0.716665214553353
66396878,Discount Liquor Centre,505.6237459929849,0.5056237459929849
66396883,Cuba Liquor World,116.58015654563137,0.11658015654563136
66396925,Glengarry Wines,1502.8670016095846,1.5028670016095846
66396929,JK Liquor,3484.4317285663406,3.4844317285663404
66396938,Cuba Liquor World,284.10082730618814,0.28410082730618813
66397034,The Cellar Room,439.0150708706064,0.43901507087060637
66397043,The Bottle-O,2372.1936718039206,2.3721936718039207
66397078,Discount Liquor Centre,2240.8675438147816,2.2408675438147814
66397133,Discount Liquor Centre,4345.463983195469,4.34546398319547
66397134,Regional Wines and Spirits,482.8552709846203,0.4828552709846203
66397135,JK Liquor,4720.533325919425,4.720533325919425
66397153,Regional Wines and Spirits,685.5682711547589,0.6855682711547589
66397185,JK Liquor,3264.9568079052365,3.2649568079052367
66397238,Cuba Liquor World,646.4809742322155,0.6464809742322155
66397297,nan,945.9309030046253,0.9459309030046253
66397308,Discount Liquor Centre,968.6190061904584,0.9686190061904585
66397399,Regional Wines and Spirits,571.9846817005408,0.5719846817005408
66397410,Discount Liquor Centre,141.06101141068996,0.14106101141068997
66397416,JK Liquor,3069.7729578807343,3.0697729578807342
66397444,JK Liquor,5097.575233313681,5.09757523331368
66397447,Liquorland,241.5206161199577,0.2415206161199577
66397465,Cuba Liquor World,711.1448055923381,0.7111448055923382
66397512,Discount Liquor Centre,1619.630757532598,1.6196307575325979
66397530,nan,612.9573464448098,0.6129573464448098
66397531,Thirsty Liquor,474.1105805862158,0.4741105805862158
66397542,nan,1065.1307094413803,1.0651307094413802
66397552,Discount Liquor Centre,1276.939929580247,1.276939929580247
66397558,JK Liquor,4276.554637745609,4.276554637745609
66397617,Thirsty Liquor,1814.3921509356521,1.8143921509356522
66397681,Discount Liquor Centre,2689.943870419672,2.689943870419672
66397694,Regional Wines and Spirits,474.3076154204583,0.4743076154204583
66397720,Discount Liquor Centre,4094.0893627103223,4.0940893627103225
66397722,JK Liquor,4234.353371485401,4.234353371485401
66397775,Liquorland,224.16331961155973,0.22416331961155972
66397813,Regional Wines and Spirits,1125.8064921606735,1.1258064921606736
66397819,Cuba Liquor World,197.9857092303766,0.19798570923037662
66397821,Discount Liquor Centre,2396.3353005201066,2.3963353005201067
66397822,Super Liquor,2916.8918745408887,2.9168918745408887
66397851,Liquorland,1466.9105483183982,1.4669105483183982
66397858,Discount Liquor Centre,988.9293687609752,0.9889293687609751
66397879,Regional Wines and Spirits,953.6531265089557,0.9536531265089556
66397881,Liquorland,1686.1353515095389,1.6861353515095387
66397888,The Bottle-O,1319.0606313695994,1.3190606313695994
66397914,JK Liquor,952.6742506419135,0.9526742506419136
66397916,JK Liquor,2616.9422297318715,2.6169422297318716
66397940,JK Liquor,3546.6795059122123,3.5466795059122123
66397943,nan,1025.5374578489334,1.0255374578489334
66397951,Discount Liquor Centre,697.5953179335506,0.6975953179335507
66398004,nan,1458.664793132484,1.4586647931324839
66398042,JK Liquor,1294.4897215708975,1.2944897215708975
66398061,Discount Liquor Centre,2609.941667260607,2.6099416672606073
66398087,JK Liquor,4040.9678685486842,4.040967868548684
66398092,JK Liquor,2366.553189555458,2.366553189555458
66398138,Liquorland,2847.540943248695,2.847540943248695
66398154,Glengarry Wines,4198.841876461888,4.198841876461888
66398190,Glengarry Wines,1156.3622799846958,1.1563622799846958
66398232,Cuba Liquor World,325.6358187135158,0.32563581871351577
66398236,nan,1376.2477875635172,1.3762477875635173
66398247,JK Liquor,4179.54497103856,4.17954497103856
66398280,Regional Wines and Spirits,920.3008153731554,0.9203008153731553
66398292,Cuba Liquor World,621.4425614784068,0.6214425614784068
66398303,Liquorland,1677.405689251991,1.6774056892519909
66398309,The Cellar Room,184.88648212112267,0.18488648212112266
66398316,JK Liquor,2332.133612219601,2.332133612219601
66398317,The Bottle-O,1927.6658935458827,1.9276658935458826
66398371,Discount Liquor Centre,278.882760758881,0.27888276075888097
66398387,JK Liquor,2193.5482330269583,2.1935482330269584
66398415,Liquorland,979.6800442103442,0.9796800442103443
66398419,Glengarry Wines,1803.8863184373376,1.8038863184373377
66398423,The Cellar Room,711.1077149692915,0.7111077149692915
66398448,Discount Liquor Centre,1805.144735095231,1.805144735095231
66398489,The Cellar Room,746.6987607920423,0.7466987607920423
66398516,Discount Liquor Centre,269.6068412406308,0.2696068412406308
66398570,Discount Liquor Centre,471.084232506015,0.471084232506015
66398576,Thirsty Liquor,936.7975510309918,0.9367975510309918
66398592,Regional Wines and Spirits,936.7084342513205,0.9367084342513204
66398599,JK Liquor,2784.5208968708303,2.78452089687083
66398619,JK Liquor,2059.2414626192985,2.0592414626192985
66398625,Liquorland,1969.5689966394082,1.969568996639408
66398641,nan,1055.6396118254083,1.0556396118254083
66398654,Liquorland,491.33927981448545,0.49133927981448544
66398680,JK Liquor,4205.658135319349,4.205658135319348
66398688,Cuba Liquor World,733.9328328958987,0.7339328328958987
66398691,JK Liquor,3764.722575231959,3.7647225752319593
66398711,Liquorland,462.6560723041436,0.46265607230414363
66398737,nan,933.8437919010885,0.9338437919010885
66398752,Glengarry Wines,996.2032126845619,0.9962032126845619
66398753,nan,1604.0324144149988,1.6040324144149989
66398795,nan,1499.1962896374262,1.4991962896374262
66398877,Regional Wines and Spirits,1974.85522623213,1.97485522623213
66398932,Discount Liquor Centre,2094.490247576905,2.094490247576905
66398976,nan,1354.9230826408611,1.3549230826408611
66398991,The Bottle-O,1279.758854816752,1.279758854816752
66398992,Liquorland,563.7788859282801,0.5637788859282802
66398997,Glengarry Wines,896.6480769949192,0.8966480769949192
66399034,Regional Wines and Spirits,2860.8149734970802,2.8608149734970802
66399036,JK Liquor,2364.905678158363,2.364905678158363
66399037,Cuba Liquor World,222.6677374161004,0.2226677374161004
66399044,nan,1550.6373022929297,1.5506373022929296
66399046,nan,1891.0220120975875,1.8910220120975876
66399095,Discount Liquor Centre,284.749474456736,0.284749474456736
66399098,Regional Wines and Spirits,534.0839011146484,0.5340839011146483
66399185,Cuba Liquor World,742.6940160063334,0.7426940160063334
66399205,The Bottle-O,3338.1370677777772,3.3381370677777773
66399236,Cuba Liquor World,58.78701396719721,0.05878701396719721
66399280,Liquorland,1991.2191641165277,1.9912191641165278
66399308,Discount Liquor Centre,550.1246852030508,0.5501246852030508
66399383,Cuba Liquor World,717.1818377172876,0.7171818377172876
66399390,Discount Liquor Centre,555.7349418025061,0.5557349418025062
66399421,JK Liquor,3531.2574234743197,3.5312574234743197
66399490,Discount Liquor Centre,540.7851684836013,0.5407851684836013
66399494,JK Liquor,4342.247923121678,4.342247923121677
66399496,Cuba Liquor World,1068.3278210102578,1.0683278210102578
66399517,Discount Liquor Centre,2271.0010200785614,2.2710010200785615
66399520,Glengarry Wines,5035.351273090168,5.035351273090169
66399527,Super Liquor,770.8623243871587,0.7708623243871586
66399552,Discount Liquor Centre,996.1704436452087,0.9961704436452087
66399575,Liquorland,321.1698797988173,0.3211698797988173
66399594,Liquorland,2208.558255370051,2.208558255370051
66399630,The Bottle-O,3684.273587313606,3.6842735873136063
66399646,nan,2060.547292178032,2.060547292178032
66399793,Liquorland,141.95316117564215,0.14195316117564216
66399813,Regional Wines and Spirits,1039.529219687433,1.0395292196874328
66399849,nan,1072.5863406481765,1.0725863406481764
66399895,Discount Liquor Centre,123.57254306598941,0.1235725430659894
66399967,The Bottle-O,1216.8363932670172,1.2168363932670172
66399994,The Bottle-O,2165.5779306314344,2.1655779306314344
66400040,Regional Wines and Spirits,569.8824074788055,0.5698824074788055
66400083,Liquorland,579.2204632435116,0.5792204632435116
66400089,Cuba Liquor World,555.542516608931,0.5555425166089311
66400096,Liquorland,200.51349392583694,0.20051349392583695
66400114,Discount Liquor Centre,4675.4090554309805,4.675409055430981
66400129,Thirsty Liquor,1653.9286569256967,1.6539286569256968
66400133,Discount Liquor Centre,2694.2662419675594,2.6942662419675596
66400141,Regional Wines and Spirits,1478.4368763328157,1.4784368763328157
66400150,JK Liquor,3673.576601085675,3.673576601085675
